Date,Open,High,Low,Close,Adj Close,Volume
2023-07-03,104.0,110.9000015258789,103.80000305175781,109.19999694824219,109.19999694824219,26205943
2023-07-04,114.44999694824219,115.69999694824219,107.80000305175781,111.19999694824219,111.19999694824219,96046779
2023-07-05,112.0,116.8499984741211,110.44999694824219,114.30000305175781,114.30000305175781,39203380
2023-07-06,115.0,115.5999984741211,112.69999694824219,113.69999694824219,113.69999694824219,20104703
2023-07-07,113.5,114.0,110.8499984741211,111.3499984741211,111.3499984741211,15008678
2023-07-10,112.44999694824219,112.44999694824219,109.5999984741211,110.30000305175781,110.30000305175781,12689965
2023-07-11,111.0,115.0,110.8499984741211,114.80000305175781,114.80000305175781,15644154
2023-07-12,115.0999984741211,116.44999694824219,114.5,115.05000305175781,115.05000305175781,12928314
2023-07-13,115.30000305175781,115.5,112.05000305175781,112.5999984741211,112.5999984741211,7297492
2023-07-14,113.0,114.4000015258789,112.75,113.8499984741211,113.8499984741211,5484951
2023-07-17,114.0999984741211,114.25,111.5,112.44999694824219,112.44999694824219,10784048
2023-07-18,113.0,113.4000015258789,110.80000305175781,111.1500015258789,111.1500015258789,7852675
2023-07-19,111.75,112.69999694824219,110.8499984741211,112.3499984741211,112.3499984741211,6769101
2023-07-20,112.5,112.55000305175781,111.3499984741211,112.0999984741211,112.0999984741211,4798072
2023-07-21,111.9000015258789,114.25,111.55000305175781,113.3499984741211,113.3499984741211,7667816
2023-07-24,113.4000015258789,116.0,113.3499984741211,113.75,113.75,8488267
2023-07-25,114.0999984741211,114.5,112.5999984741211,113.94999694824219,113.94999694824219,8276860
2023-07-26,114.0,116.5,114.0,116.19999694824219,116.19999694824219,11246521
2023-07-27,117.0,118.19999694824219,113.0,113.55000305175781,113.55000305175781,16595805
2023-07-28,114.30000305175781,116.0,113.5999984741211,115.5999984741211,115.5999984741211,8057277
2023-07-31,116.80000305175781,120.5,114.9000015258789,118.75,118.75,17112866
2023-08-01,119.30000305175781,121.19999694824219,118.80000305175781,120.19999694824219,120.19999694824219,13033210
2023-08-02,119.8499984741211,120.4000015258789,116.0,117.8499984741211,117.8499984741211,9635818
2023-08-03,118.0999984741211,119.55000305175781,116.75,118.4000015258789,118.4000015258789,7849585
2023-08-04,118.94999694824219,119.9000015258789,117.6500015258789,118.5999984741211,118.5999984741211,8354125
2023-08-07,119.30000305175781,120.55000305175781,118.4000015258789,119.44999694824219,119.44999694824219,7492772
2023-08-08,119.94999694824219,120.0999984741211,117.55000305175781,118.8499984741211,118.8499984741211,6390918
2023-08-09,119.0,119.5,118.1500015258789,119.3499984741211,119.3499984741211,4481512
2023-08-10,119.5,120.55000305175781,118.0,118.3499984741211,118.3499984741211,7854546
2023-08-11,118.94999694824219,119.30000305175781,117.80000305175781,118.25,118.25,5748183
2023-08-14,118.25,118.94999694824219,116.0,118.55000305175781,118.55000305175781,4010446
2023-08-16,118.25,119.19999694824219,117.5,119.05000305175781,119.05000305175781,2984175
2023-08-17,118.75,121.0999984741211,118.69999694824219,119.1500015258789,119.1500015258789,6321684
2023-08-18,119.1500015258789,120.3499984741211,118.0999984741211,119.1500015258789,119.1500015258789,4270906
2023-08-21,119.55000305175781,121.55000305175781,119.30000305175781,121.30000305175781,121.30000305175781,5944012
2023-08-22,121.8499984741211,123.5999984741211,121.5999984741211,123.0999984741211,123.0999984741211,11032971
2023-08-23,123.75,125.25,123.3499984741211,124.4000015258789,124.4000015258789,9259596
2023-08-24,125.0999984741211,126.0,122.25,122.5999984741211,122.5999984741211,6891754
2023-08-25,122.8499984741211,123.0,120.75,121.05000305175781,121.05000305175781,5508542
2023-08-28,121.75,122.0,119.6500015258789,120.9000015258789,120.9000015258789,9414198
2023-08-29,121.0999984741211,121.75,119.8499984741211,120.19999694824219,120.19999694824219,9041575
2023-08-30,120.5999984741211,122.69999694824219,120.5,122.4000015258789,122.4000015258789,8828806
2023-08-31,123.0,124.8499984741211,120.55000305175781,121.75,121.75,17510216
2023-09-01,122.69999694824219,123.94999694824219,117.5,123.5,123.5,18786818
2023-09-04,125.05000305175781,131.5,125.05000305175781,129.25,129.25,19967146
2023-09-05,130.35000610351562,131.9499969482422,127.05000305175781,128.0500030517578,128.0500030517578,12876942
2023-09-06,129.5,129.5,126.0,127.19999694824219,127.19999694824219,8844494
2023-09-07,128.0,128.6999969482422,126.8499984741211,128.10000610351562,128.10000610351562,7228439
2023-09-08,128.25,130.0500030517578,127.44999694824219,129.10000610351562,129.10000610351562,7175980
2023-09-11,130.5500030517578,130.75,129.0,129.5500030517578,129.5500030517578,7789703
2023-09-12,130.6999969482422,130.9499969482422,124.25,124.55000305175781,124.55000305175781,10252126
2023-09-13,124.69999694824219,125.94999694824219,121.05000305175781,124.4000015258789,124.4000015258789,9620273
2023-09-14,125.05000305175781,126.30000305175781,124.0,125.55000305175781,125.55000305175781,5358192
2023-09-15,126.19999694824219,126.80000305175781,124.25,126.44999694824219,126.44999694824219,11939947
2023-09-18,125.80000305175781,127.05000305175781,124.8499984741211,125.8499984741211,125.8499984741211,9782689
2023-09-20,125.5,129.60000610351562,124.44999694824219,127.3499984741211,127.3499984741211,10321520
2023-09-21,127.19999694824219,128.5500030517578,126.0,126.80000305175781,126.80000305175781,6836342
2023-09-22,126.80000305175781,127.80000305175781,125.25,125.69999694824219,125.69999694824219,6498458
2023-09-25,126.05000305175781,127.8499984741211,124.75,127.1500015258789,127.1500015258789,11170374
2023-09-26,126.94999694824219,129.10000610351562,126.44999694824219,128.4499969482422,128.4499969482422,8464632
2023-09-27,128.35000610351562,131.10000610351562,127.6500015258789,130.6999969482422,130.6999969482422,8705390
2023-09-28,131.25,137.0,126.75,127.1500015258789,127.1500015258789,12741648
2023-09-29,128.0,130.39999389648438,127.0999984741211,128.85000610351562,128.85000610351562,9841054
2023-10-03,128.85000610351562,129.14999389648438,127.75,127.9000015258789,127.9000015258789,7618692
2023-10-04,127.5999984741211,127.5999984741211,122.05000305175781,124.05000305175781,124.05000305175781,16985810
2023-10-05,125.1500015258789,125.55000305175781,123.30000305175781,123.69999694824219,123.69999694824219,4736897
2023-10-06,124.19999694824219,125.5,123.44999694824219,124.4000015258789,124.4000015258789,11315907
2023-10-09,123.0,123.44999694824219,121.0999984741211,122.75,122.75,10276242
2023-10-10,123.1500015258789,124.05000305175781,122.5999984741211,123.80000305175781,123.80000305175781,5138388
2023-10-11,124.94999694824219,127.44999694824219,124.69999694824219,125.94999694824219,125.94999694824219,10255212
2023-10-12,126.44999694824219,126.69999694824219,124.44999694824219,124.8499984741211,124.8499984741211,5170202
2023-10-13,125.0,125.8499984741211,124.1500015258789,125.3499984741211,125.3499984741211,4904831
2023-10-16,125.6500015258789,126.25,125.1500015258789,125.5,125.5,3574529
2023-10-17,126.1500015258789,127.1500015258789,125.25,126.6500015258789,126.6500015258789,3359804
2023-10-18,128.1999969482422,129.0,125.9000015258789,126.19999694824219,126.19999694824219,18915464
2023-10-19,126.19999694824219,126.75,125.1500015258789,125.94999694824219,125.94999694824219,7163566
2023-10-20,126.0,126.3499984741211,123.80000305175781,124.4000015258789,124.4000015258789,8858238
2023-10-23,124.4000015258789,124.75,118.69999694824219,119.5,119.5,7858334
2023-10-25,119.9000015258789,121.5999984741211,119.25,120.0999984741211,120.0999984741211,7100092
2023-10-26,119.6500015258789,119.6500015258789,117.4000015258789,118.1500015258789,118.1500015258789,8688575
2023-10-27,118.69999694824219,121.8499984741211,118.6500015258789,120.80000305175781,120.80000305175781,7517996
2023-10-30,122.75,122.9000015258789,113.55000305175781,115.0,115.0,18113123
2023-10-31,116.25,116.6500015258789,114.25,114.5,114.5,6749089
2023-11-01,115.05000305175781,115.19999694824219,112.5,112.9000015258789,112.9000015258789,4871759
2023-11-02,113.5,115.1500015258789,113.0,113.19999694824219,113.19999694824219,8868238
2023-11-03,114.05000305175781,115.3499984741211,113.05000305175781,113.94999694824219,113.94999694824219,7908611
2023-11-06,114.25,116.05000305175781,113.80000305175781,115.4000015258789,115.4000015258789,4531622
2023-11-07,115.5999984741211,115.8499984741211,114.4000015258789,115.5999984741211,115.5999984741211,3508035
2023-11-08,115.9000015258789,117.19999694824219,115.5,115.69999694824219,115.69999694824219,4780981
2023-11-09,116.0,116.75,115.4000015258789,116.1500015258789,116.1500015258789,2871094
2023-11-10,116.0,117.19999694824219,115.0999984741211,117.05000305175781,117.05000305175781,3015437
2023-11-13,118.55000305175781,119.25,116.9000015258789,118.9000015258789,118.9000015258789,4873584
2023-11-15,120.94999694824219,121.25,119.69999694824219,120.44999694824219,120.44999694824219,6746068
2023-11-16,121.0,122.5999984741211,120.5,122.05000305175781,122.05000305175781,5201208
2023-11-17,120.44999694824219,120.55000305175781,116.8499984741211,118.0,118.0,7980586
2023-11-20,118.1500015258789,118.4000015258789,116.8499984741211,117.5,117.5,2725093
2023-11-21,117.80000305175781,118.69999694824219,117.55000305175781,118.19999694824219,118.19999694824219,2678647
2023-11-22,118.0,118.25,115.0999984741211,116.1500015258789,116.1500015258789,5042288
2023-11-23,116.1500015258789,117.8499984741211,116.1500015258789,116.94999694824219,116.94999694824219,2180939
2023-11-24,116.94999694824219,117.94999694824219,116.19999694824219,116.3499984741211,116.3499984741211,2338371
2023-11-28,116.75,117.9000015258789,116.5,117.55000305175781,117.55000305175781,2418771
2023-11-29,118.0,118.69999694824219,117.0,117.8499984741211,117.8499984741211,2957013
2023-11-30,118.30000305175781,118.9000015258789,117.30000305175781,118.44999694824219,118.44999694824219,6388823
2023-12-01,119.0999984741211,120.0,118.69999694824219,119.0,119.0,3689913
2023-12-04,120.75,122.0,119.80000305175781,121.0999984741211,121.0999984741211,5900634
2023-12-05,121.9000015258789,125.1500015258789,120.94999694824219,123.5999984741211,123.5999984741211,9368547
2023-12-06,124.55000305175781,125.19999694824219,123.69999694824219,124.44999694824219,124.44999694824219,4588193
2023-12-07,122.69999694824219,123.44999694824219,120.5999984741211,122.25,122.25,7388432
2023-12-08,122.5,124.4000015258789,120.5999984741211,122.30000305175781,122.30000305175781,5667572
2023-12-11,122.5,123.5999984741211,121.0,121.19999694824219,121.19999694824219,4925778
2023-12-12,121.5,122.4000015258789,120.1500015258789,120.75,120.75,3556459
2023-12-13,121.4000015258789,122.5,120.4000015258789,122.30000305175781,122.30000305175781,6395566
2023-12-14,123.80000305175781,124.19999694824219,122.69999694824219,123.19999694824219,123.19999694824219,4740309
2023-12-15,124.5,127.44999694824219,123.80000305175781,126.94999694824219,126.94999694824219,12128421
2023-12-18,127.94999694824219,128.25,125.4000015258789,125.5999984741211,125.5999984741211,6609341
2023-12-19,127.5999984741211,129.25,126.0,126.6500015258789,126.6500015258789,11957452
2023-12-20,127.4000015258789,127.6500015258789,121.5999984741211,122.0,122.0,8024092
2023-12-21,120.5999984741211,123.94999694824219,120.19999694824219,123.6500015258789,123.6500015258789,5753649
