Date,Open,High,Low,Close,Adj Close,Volume
2023-12-26,1867.0,1899.0,1857.1500244140625,1886.8499755859375,1886.8499755859375,4350669
2023-12-27,1894.0,1910.0,1883.1500244140625,1902.3499755859375,1902.3499755859375,3407243
2023-12-28,1911.0,1926.5,1903.0999755859375,1921.3499755859375,1921.3499755859375,4950014
2023-12-29,1912.0999755859375,1917.75,1890.050048828125,1908.0999755859375,1908.0999755859375,2446170
2024-01-01,1909.0,1919.0,1893.0999755859375,1909.1500244140625,1909.1500244140625,1425902
2024-01-02,1908.0,1908.0,1860.0999755859375,1865.050048828125,1865.050048828125,5120796
2024-01-03,1864.0,1870.0,1847.6500244140625,1865.9000244140625,1865.9000244140625,3781515
2024-01-04,1871.5,1871.5,1860.550048828125,1863.5999755859375,1863.5999755859375,2865766
2024-01-05,1865.5,1869.9000244140625,1841.4000244140625,1847.5999755859375,1847.5999755859375,7799341
2024-01-08,1848.0,1851.449951171875,1818.5999755859375,1826.0999755859375,1826.0999755859375,12253167
2024-01-09,1837.0,1858.0,1821.0,1826.6500244140625,1826.6500244140625,4339223
2024-01-10,1820.800048828125,1832.5,1811.5999755859375,1820.800048828125,1820.800048828125,7052758
2024-01-11,1832.0,1841.4000244140625,1815.3499755859375,1822.8499755859375,1822.8499755859375,4170070
2024-01-12,1825.0,1842.550048828125,1814.4000244140625,1833.25,1833.25,2172621
2024-01-15,1843.0,1853.5999755859375,1836.25,1851.5,1851.5,6172312
2024-01-16,1850.550048828125,1860.949951171875,1841.0,1848.0,1848.0,4650898
2024-01-17,1823.050048828125,1834.6500244140625,1776.0999755859375,1779.6500244140625,1779.6500244140625,10836883
2024-01-18,1770.0,1792.699951171875,1764.5999755859375,1777.25,1777.25,4293450
2024-01-19,1787.050048828125,1799.949951171875,1754.1500244140625,1764.300048828125,1764.300048828125,4560329
2024-01-23,1801.0,1824.9000244140625,1763.9000244140625,1784.5,1784.5,6780824
2024-01-24,1789.0,1803.5,1762.9000244140625,1788.5999755859375,1788.5999755859375,3268351
2024-01-25,1790.0,1797.5999755859375,1752.4000244140625,1768.4000244140625,1768.4000244140625,6702170
2024-01-29,1785.300048828125,1830.050048828125,1776.0,1822.9000244140625,1822.9000244140625,5236148
2024-01-30,1825.0,1839.449951171875,1803.3499755859375,1823.5999755859375,1823.5999755859375,3829187
2024-01-31,1816.0,1841.449951171875,1788.5,1825.25,1825.25,8117401
2024-02-01,1830.0,1832.050048828125,1813.199951171875,1822.75,1822.75,2072168
2024-02-02,1841.800048828125,1850.0,1818.4000244140625,1822.949951171875,1822.949951171875,5049876
2024-02-05,1825.0,1826.949951171875,1799.0,1808.3499755859375,1808.3499755859375,3460806
2024-02-06,1814.0,1814.0,1783.1500244140625,1787.0,1787.0,4691897
2024-02-07,1791.0,1809.800048828125,1784.0,1792.5999755859375,1792.5999755859375,4592224
2024-02-08,1801.550048828125,1803.800048828125,1727.050048828125,1729.699951171875,1729.699951171875,4542774
2024-02-09,1730.0,1749.0,1719.0,1742.449951171875,1742.449951171875,4063976
2024-02-12,1743.0,1749.0,1691.0999755859375,1709.550048828125,1709.550048828125,4506489
2024-02-13,1713.0,1745.0999755859375,1709.0,1737.1500244140625,1737.1500244140625,4492334
2024-02-14,1723.6500244140625,1764.800048828125,1712.1500244140625,1748.949951171875,1748.949951171875,3850323
2024-02-15,1755.0,1757.449951171875,1720.050048828125,1739.25,1739.25,2541670
2024-02-16,1749.949951171875,1751.0,1732.199951171875,1735.25,1735.25,1643146
2024-02-19,1744.0,1744.0,1726.1500244140625,1731.4000244140625,1731.4000244140625,4447954
