Date,Open,High,Low,Close,Adj Close,Volume
2024-01-19,991.2999877929688,1010.9000244140625,987.5499877929688,999.2000122070312,999.2000122070312,23271148
2024-01-23,1059.0999755859375,1059.4000244140625,1021.2000122070312,1029.050048828125,1029.050048828125,50797448
2024-01-24,1029.449951171875,1035.949951171875,996.6500244140625,999.2000122070312,999.2000122070312,34578943
2024-01-25,998.4000244140625,1015.0999755859375,988.1500244140625,1009.9500122070312,1009.9500122070312,28315035
2024-01-29,1020.0,1032.0,1010.0,1016.4000244140625,1016.4000244140625,14078922
2024-01-30,1014.9500122070312,1023.8499755859375,1008.0,1016.9000244140625,1016.9000244140625,16085742
2024-01-31,1016.7999877929688,1039.0,1003.25,1028.1500244140625,1028.1500244140625,25627447
2024-02-01,1033.949951171875,1033.949951171875,1017.4000244140625,1025.1500244140625,1025.1500244140625,13058880
2024-02-02,1037.0999755859375,1050.0,1021.6500244140625,1024.0,1024.0,14774650
2024-02-05,1022.5,1026.449951171875,1012.0999755859375,1023.5,1023.5,12948430
2024-02-06,1023.5499877929688,1034.9000244140625,1016.7000122070312,1026.4000244140625,1026.4000244140625,12886927
2024-02-07,1028.0,1031.550048828125,1013.0,1022.1500244140625,1022.1500244140625,16410895
2024-02-08,1024.0999755859375,1028.25,985.25,989.2999877929688,989.2999877929688,20565502
2024-02-09,988.8499755859375,1013.75,985.5,1010.7000122070312,1010.7000122070312,12799837
2024-02-12,1010.4000244140625,1012.2000122070312,985.25,996.0999755859375,996.0999755859375,8050066
2024-02-13,1006.0,1027.050048828125,1000.2999877929688,1019.7999877929688,1019.7999877929688,18706292
2024-02-14,1009.5499877929688,1035.699951171875,1007.5499877929688,1022.7000122070312,1022.7000122070312,17878720
2024-02-15,1022.8499755859375,1026.6500244140625,1006.5999755859375,1016.6500244140625,1016.6500244140625,10069878
2024-02-16,1023.2000122070312,1026.199951171875,1016.9000244140625,1023.25,1023.25,7159395
2024-02-19,1023.3499755859375,1046.0,1023.3499755859375,1043.75,1043.75,9388255
