Date,Open,High,Low,Close,Adj Close,Volume
2021-04-09,73.400002,77.400002,72.900002,74.000000,69.757431,57888088
2021-04-12,72.000000,72.000000,63.250000,66.099998,62.310356,77084143
2021-04-13,67.150002,69.300003,66.300003,68.900002,64.949829,49363120
2021-04-15,67.750000,69.400002,66.300003,68.300003,64.384232,51164588
2021-04-16,68.300003,69.500000,67.050003,67.349998,63.488693,36225190
2021-04-19,65.000000,65.000000,62.500000,63.799999,60.142220,49914615
2021-04-20,64.949997,65.800003,62.700001,63.250000,59.623753,36714142
2021-04-22,62.049999,64.199997,61.750000,63.049999,59.435219,45762152
2021-04-23,62.599998,64.949997,62.500000,62.950001,59.340954,45619019
2021-04-26,63.500000,64.449997,63.200001,63.549999,59.906551,34891753
2021-04-27,63.900002,65.550003,63.549999,65.300003,61.556229,45483876
2021-04-28,66.000000,68.150002,65.750000,67.750000,63.865757,47954929
2021-04-29,68.449997,69.750000,66.550003,66.849998,63.017353,50981272
2021-04-30,65.400002,68.400002,65.050003,66.750000,62.923088,51182287
2021-05-03,65.949997,66.949997,64.349998,66.650002,62.828823,44344732
2021-05-04,67.199997,72.949997,67.050003,70.400002,66.363831,117824041
2021-05-05,72.099998,72.949997,70.849998,72.349998,68.202034,66540783
2021-05-06,73.000000,73.000000,70.099998,70.650002,66.599495,38260232
2021-05-07,71.099998,71.699997,69.849998,70.550003,66.505234,26413730
2021-05-10,71.349998,74.400002,70.699997,73.449997,69.238960,50589470
2021-05-11,72.500000,74.599998,71.150002,74.050003,69.804573,56166002
2021-05-12,74.050003,79.949997,73.900002,77.400002,72.962509,128513179
2021-05-14,78.300003,79.550003,73.349998,74.000000,69.757431,86863950
2021-05-17,74.800003,77.750000,73.800003,77.099998,72.679703,73000338
2021-05-18,78.400002,78.599998,76.300003,76.750000,72.349770,53617303
2021-05-19,76.599998,78.250000,76.150002,76.699997,72.302635,54818016
2021-05-20,77.000000,77.599998,75.900002,76.500000,72.114105,57767243
2021-05-21,77.500000,81.150002,77.099998,80.800003,76.167580,136879510
