Bank,Title,Description,Date,Open,High,Low,Close,Adj Close,Volume,Title_Sentiment,Description_Sentiment
BANDHAN,"SBI, Dabur, HDFC Bank among 8 high conviction picks of Centrum Broking","Stock to Buy- State Bank of India (SBI) , Dabur , Life Insurance Corporation of India, HDFC Life, Bandhan Bank, Piramal Enterprises (PEL), HDFC Bank, SBI Cards are amongst 8 high conviction picks of Centrum Broking.",2024-01-02,245.6499938964844,247.0,239.5500030517578,242.3500061035156,242.3500061035156,8517423.0,0.0,0.0
BANDHAN,Dabholkar murder case | Sisters of accused: ‘Celebrated Rakhee at home on day of murder’,"“Dabholkar was murdered on Raksha Bandhan day. Kalaskar's sister is married and lives in Nashik. She said she had come to her parents' home in Aurangabad on that day and celebrated Rakhee with her brother Sharad Kalaskar,” said Ichalkarnjikar.",2024-01-05,262.79998779296875,262.95001220703125,248.0500030517578,251.6999969482422,251.6999969482422,26254869.0,-0.7845,-0.1779
BANDHAN,Bandhan Bank shares drop 10.6% in two sessions; what should you do?,"Bandhan Bank's shares declined by 7.40% in today's trading session, resulting in a cumulative loss of 10.65% over two days. Analysts attribute this fall to profit booking.",2024-01-07,,,,,,,0.0258,0.4215
BANDHAN,"Stocks to Watch: Bajaj Auto, Aurobindo Pharma, Tata Motors, Cipla, BEML","Balrampur Chini Mills, Bandhan Bank, Chambal Fertilisers, Delta Corp, Escorts, GNFC, Hindustan Copper, Indian Energy Exchange, India Cements, Nalco, Piramal Enterprises, SAIL, and ZEEL are part of the F&O ban for Tuesday",2024-01-08,252.0,252.0,230.9499969482422,233.1000061035156,233.1000061035156,57413766.0,0.0,-0.3612
BANDHAN,"Stock market today: Bandhan Bank, Escorts, Piramal Enterprises, 10 other shares placed under F&O ban list","Balrampur Chini Mills, Chambal Fertilisers, Delta Corp, GNFC, Hindustan Copper, Indian Energy Exchange, India Cements, National Aluminium, SAIL, and ZEEL are the other 10 stocks that are a part of the F&O ban list",2024-01-08,252.0,252.0,230.9499969482422,233.1000061035156,233.1000061035156,57413766.0,-0.34,-0.3612
BANDHAN,"Stocks to Watch: M&M, Lupin, Delta Corp, PFC, Steel Strips Wheels, KIOCL","Balrampur Chini Mills, Bandhan Bank, Chambal Fertilisers, Delta Corp, Escorts, GNFC, Hindustan Copper, Indian Energy Exchange, India Cements, Nalco, Piramal Enterprises, and SAIL are the stocks that are under F&O ban today.",2024-01-09,240.0,240.5,232.8999938964844,234.8999938964844,234.8999938964844,23864692.0,0.0,-0.3612
BANDHAN,"Stock market today: Delta Corp, IEX, Bandhan Bank, 9 other shares placed under F&O ban list","Balrampur Chini Mills, Bandhan Bank, Delta Corp, Escorts, GNFC, Hindustan Copper, National Aluminium Company, Piramal Enterprises and SAIL are the other 9 stocks that are a part of the F&O ban list.",2024-01-09,240.0,240.5,232.8999938964844,234.8999938964844,234.8999938964844,23864692.0,-0.34,-0.5574
BANDHAN,NFO Alert: Bandhan Mutual Fund launches Bandhan Multi Asset Allocation Fund; all you need to know,"Bandhan Mutual Fund announced the launch of the Bandhan Multi Asset Allocation Fund. The scheme opened for public subscription on January 10, 2024, and will close on January 24, 2024.",2024-01-09,240.0,240.5,232.8999938964844,234.8999938964844,234.8999938964844,23864692.0,0.5719,0.3612
BANDHAN,"Stocks to Watch: TCS, Infosys, Spicejet, Nuvama Wealth, Polycab, Kalyani Steels","Balrampur Chini Mills, Bandhan Bank, Chambal Fertilisers, Escorts, Hindustan Copper, Indian Energy Exchange, India Cements, Indus Towers, Nalco, Piramal Enterprises, PVR INOX, SAIL, and ZEEL are part of the F&O ban for Thursday",2024-01-10,234.8999938964844,235.5,226.6000061035156,231.0500030517578,231.0500030517578,13786491.0,0.4939,-0.3612
BANDHAN,"Stock market today: Indus Towers, PVR INOX, SAIL, 10 other shares placed under F&O ban list","Balrampur Chini Mills, Bandhan Bank, Chambal Fertilisers and Chemicals, Escorts, Hindustan Copper, Indian Energy Exchange, India Cements, National Aluminium, Piramal Enterprises, and ZEEL are the other 10 stocks that are a part of the F&O ban list",2024-01-10,234.8999938964844,235.5,226.6000061035156,231.0500030517578,231.0500030517578,13786491.0,-0.34,-0.3612
BANDHAN,"Stock market today: BHEL, Delta Corp, Polycab, ten other shares placed under F&O ban list today","Bandhan Bank, Escorts, Hindustan Copper, India Cements, Indus Towers, National Aluminium, Piramal Enterprises, PVR INOX, SAIL, and ZEEL are the other 10 stocks that are a part of the F&O ban list",2024-01-11,232.8999938964844,236.25,232.0,232.8000030517578,232.8000030517578,10068953.0,-0.34,-0.5574
BANDHAN,"Stocks to Watch: TCS, Infosys, M&M Ultratech Cement, LIC, HG Infra","Bandhan Bank, BHEL, Delta Corp, Escorts, Hindustan Copper, India Cements, Indus Towers, National Aluminium Company, Piramal Enterprises Limited, Polycab, PVR INOX, SAIL, and ZEEL are the stocks that are under F&O ban today",2024-01-11,232.8999938964844,236.25,232.0,232.8000030517578,232.8000030517578,10068953.0,0.0,-0.6705
BANDHAN,"Stock market today: Metropolis Healthcare, Bandhan Bank, Escorts, 12 other shares placed under F&O ban list today","BHEL, Chambal Fertilisers, Delta Corp, Hindustan Copper, India Cements, Indus Towers, National Aluminium, Piramal Enterprises, Polycab, PVR INOX, SAIL, and ZEEL are the other 12 stocks that are a part of the F&O ban list",2024-01-14,,,,,,,-0.34,-0.5574
BANDHAN,"Stock market today: Biocon, India Cements, Piramal Enterprises, 12 other shares placed under F&O ban list today","Bandhan Bank, BHEL, Chambal Fertilisers, Delta Corp, Escorts, Hindustan Copper, Indus Towers, Metropolis Healthcare, Polycab, PVR INOX, SAIL, and ZEEL are the other 12 stocks that are a part of the F&O ban list",2024-01-15,231.5,233.5,230.0,231.0,231.0,7817434.0,-0.34,-0.5574
BANDHAN,"Stock market today: Aditya Birla Fashion, Ashok Leyland, Biocon, 12 other shares placed under F&O ban list","Bandhan Bank, Chambal Fertilisers, Delta Corp, Hindustan Copper, India Cements, Indus Towers, Metropolis Healthcare, National Aluminium, Piramal Enterprises, Polycab, PVR INOX, and ZEEL are the other 12 stocks that are a part of the F&O ban list",2024-01-16,231.0,233.6000061035156,228.1999969482422,229.75,229.75,7421276.0,-0.34,-0.5574
BANDHAN,"Stock market today: IEX, Metropolis, SAIL, 10 other shares placed under F&O ban list","Aditya Birla Fashion, Ashok Leyland, Bandhan Bank, Chambal Fertilisers, Delta Corp, Hindustan Copper, National Aluminium, Polycab, PVR INOX, and ZEEL are among stocks that are a part of the F&O ban list.",2024-01-17,227.1499938964844,229.3500061035156,223.25,228.3000030517578,228.3000030517578,17410957.0,-0.34,-0.5574
BANDHAN,Tripura BJP launches Shakti Bandhan campaign on Modi govt’s welfare schemes for women,State chief Rajib Bhattacharya says it was undertaken as per national BJP president JP Nadda’s instructions.,2024-01-24,224.0,226.6999969482422,220.25,224.3999938964844,224.3999938964844,11443782.0,0.0,0.368
BANDHAN,Experts cautiously optimistic on RBI monetary policy,"Experts are cautiously optimistic about the Reserve Bank of Indias decision to maintain the REPO rates unchanged at 6.5 per cent for the sixth consecutive time.Siddhartha Sanyal, Chief Economist and Head of Research at Bandhan Bank, provided insights into the potential future trajectory of monetary policy.",2024-02-08,218.5,219.8999938964844,213.1000061035156,214.1499938964844,214.1499938964844,10703085.0,0.3182,0.3182
BANDHAN,Bhumi Pednekar on Akshay Kumar reading his dialogues by cue cards: 'I asked him why he does this and he said…',The actress has worked with Akshay Kumar in two films- ‘Toilet Ek Prem Katha’ and ‘Raksha Bandhan’,2024-02-10,,,,,,,0.0,0.0
BANDHAN,"Stocks to Watch: Hero Motocorp, ONGC, MCX, Pfizer, DOMS Industries, Bandhan Bank","Here are a few stocks likely to be in focus on Mondya, February 12:",2024-02-11,,,,,,,0.5574,0.0
BANDHAN,"Stock market today: Ashok Leyland, Bandhan Bank, PNB, ZEEL, among 13 stocks under F&O ban list today","Aditya Birla Fashion and Retail, Ashok Leyland, Aurobindo Pharma, Balrampur Chini Mills, Bandhan Bank, Biocon, Delta Corp, Hindustan Copper, India Cements, Indus Towers, PNB, SAIL, and ZEEL are the 13 stocks that are part of the F&O ban list by the stock market exchange for Feb 13.",2024-02-12,223.0,223.4499969482422,197.6999969482422,200.6999969482422,200.6999969482422,50949423.0,-0.5574,-0.5574
BANDHAN,"EY conducting forensic audit of Bandhan Bank loans worth ₹23,000 crore","The audit is being conducted at the behest of the National Credit Guarantee Trustee Company, the common trustee company that operates and manages the government’s various credit guarantee trust funds.",2024-02-12,223.0,223.4499969482422,197.6999969482422,200.6999969482422,200.6999969482422,50949423.0,0.2263,0.926
BANDHAN,"Stock market today: Aurobindo Pharma, Bandhan Bank, Biocon, among 13 stocks under F&O ban list today","Aditya Birla Fashion and Retail, Ashok Leyland, Aurobindo Pharma, Balrampur Chini Mills, Bandhan Bank, Biocon, Delta Corp, India Cements, Indus Towers, National Aluminium, PNB, SAIL, and ZEEL are the 13 stocks that are part of the F&O ban list by the stock market exchange for Feb 14",2024-02-13,200.6999969482422,202.3000030517578,192.8000030517578,199.0500030517578,199.0500030517578,16732636.0,-0.5574,-0.5574
BANDHAN,"Raksha Bandhan 2024: Know the date, timings, history, and significance",Raksha Bandhan 2024 Date and Time: Rakhi 2024 is a beautiful Hindu festival that celebrates the cherished bond between brothers and sisters. Here's everything you need to know about Rakhi 2024.,2024-02-16,199.6999969482422,204.6999969482422,197.6999969482422,200.8000030517578,200.8000030517578,13265466.0,0.2732,0.9337
BANDHAN,"Stock market today: Ashok Leyland, Canara Bank, Delta Corp among 12 stocks under F&O ban list today","Aditya Birla Fashion, Ashok Leyland, Balrampur Chini Mills, Bandhan Bank, Biocon, Canara Bank, Delta Corp, Hindustan Copper, India Cements, Indus Towers, SAIL, and ZEEL are the 12 stocks that are part of the F&O ban list by the stock market exchange for Feb 16",2024-02-17,,,,,,,-0.5574,-0.5574
BANDHAN,"Stock market today: Bandhan Bank, Canara Bank, Delta Corp among 12 stocks under F&O ban list today","Aditya Birla Fashion, Ashok Leyland, Balrampur Chini Mills, Bandhan Bank, Canara Bank, Delta Corp, Hindustan Copper, India Cements, Indus Towers, National Aluminium, SAIL, and ZEEL are the 12 stocks that are part of the F&O ban list by the stock market exchange for Feb 19",2024-02-18,,,,,,,-0.5574,-0.5574
BANDHAN,"Stock market today: Zee, Ashok Leyland, Bandhan Bank, Biocon, SAIL among 11 stocks under F&O ban list today","Aditya Birla Fashion, Ashok Leyland, Bandhan Bank, Biocon, Canara Bank, Hindustan Copper, India Cements, Indus Towers, National Aluminium, SAIL, and ZEEL are the 11 stocks that are part of the F&O ban list by the stock market exchange for Feb 20",2024-02-19,204.5,205.5,203.25,203.75,203.75,7998816.0,-0.5574,-0.5574
