Bank,Title,Description,Date,Open,High,Low,Close,Adj Close,Volume,Title_Sentiment,Description_Sentiment
BANDHAN,Flight attendant ties rakhi to her pilot brother onboard IndiGo flight on Raksha Bandhan. Watch,"IndiGo took to X to post a video of the siblings, cabin attendant Shubha and Capt. Gaurav, a pilot, celebrating Raksha Bandhan onboard the aircraft.",2023-09-01,230.5,236.25,229.3500061035156,235.1000061035156,235.1000061035156,8157237.0,0.0,0.5719
BANDHAN,Gujarat minister calls for boycott of people who send their parents to old age homes,"He also congratulated Gujarat Police personnel for reaching out to people living in old age homes, orphanages and the elderly living alone on Raksha Bandhan.",2023-09-02,,,,,,,-0.3182,-0.0516
BANDHAN,Bihar teacher suspended after rant on cancellation of leave on Raksha Bandhan goes viral,The Teacher's Association in Bihar has condemned the suspension and threatened to agitate against the Education department,2023-09-03,,,,,,,-0.6908,-0.8225
BANDHAN,BJP Shares Video Claiming Priyanka Vadra 'Didn't Tie Rakhi' to Rahul Gandhi; Cong Hits Back With Proof,Claims of turbulence in the relationship between Rahul and Priyanka were made in the video stating that there was no rakhi on the former's wrist on the occasion of Raksha Bandhan,2023-09-03,,,,,,,0.296,-0.296
BANDHAN,"PM Modi: Even with Adversities, Global Dynamics, India's 2022 Inflation Lower than World Average","Prime Minister Narendra Modi said in the exclusive interview with moneycontrol.com that his government has taken a number of steps to control inflation and is continuing to make pro-people decisions to boost ease of living, pointing to the LPG price cut on Raksha Bandhan",2023-09-06,234.8500061035156,236.1499938964844,232.3000030517578,234.0,234.0,7414501.0,-0.3818,0.5994
BANDHAN,"Neither Chocolates Nor Sweets, Here's A Sister's Unusual Gift For Brother On Rakhi",The clip starts with the sister arranging all the materials related to Raksha Bandhan on a plate.,2023-09-07,234.0,239.1499938964844,232.3999938964844,238.5,238.5,10675954.0,0.6255,0.0
BANDHAN,"How Rishi Sunak, wife Akshata are embracing Indian roots during G20 visit","Taking a break from their busy schedules at the G20 Summit, UK PM Rishi Sunak and wife Akshata Murty visited Delhi’s Akshardham Temple to offer prayers. The British leader is seen sporting the sacred Hindu red thread in his hand and he spoke about celebrating Raksha Bandhan",2023-09-10,,,,,,,0.0,0.7845
BANDHAN,"Cabinet approves Rs 1,650 crore to add 75 lakh new Ujjwala scheme connections over 3 years","The price cut and expansion of PMUY, which came ahead of Assembly elections in five states later this year and the Lok Sabha elections next year, was described by the government as its gift to the people on the occasion of Raksha Bandhan and Onam.",2023-09-13,232.4499969482422,238.6499938964844,228.9499969482422,236.6000061035156,236.6000061035156,17496792.0,0.4019,0.2023
BANDHAN,Women reservation bill Raksha Bandhan 'return gift' by PM: Delhi BJP,Read more about Women reservation bill Raksha Bandhan 'return gift' by PM: Delhi BJP on Devdiscourse,2023-09-19,,,,,,,0.4404,0.4404
BANDHAN,Pooja Vastrakar: From Shahdol’s ‘gully girl’ who became a millionaire to propelling India to Asian Games final,"All-rounder's 72-year-old father, Bandhan Ram Vastrakar traces the rise and rise of his youngest daughter.",2023-09-24,,,,,,,0.0,0.0
BANDHAN,"Stocks to Watch: PNB, Marico, Bandhan Bank, Maruti Suzuki, Exide","Delta Corp, Indiabulls Housing Finance, and Manappuram Finance are the three stocks that are part of the F&O ban list by the NSE for Thursday",2023-10-04,250.6999969482422,255.3999938964844,248.75,253.8500061035156,253.8500061035156,9145829.0,0.0,-0.5574
BANDHAN,Madhya Pradesh Govt Reserves 35% Quota for Women in Govt Jobs,"MP Chief Minister Shivraj Chouhan had announced during Rakhshi Bandhan this year, that women will get 35 per cent reservation in all direct recruitment for government jobs in the state",2023-10-05,255.9499969482422,255.9499969482422,248.6499938964844,249.25,249.25,7632130.0,0.0,0.0
BANDHAN,"Stocks to Watch: Marico, Bandhan Bank, Vedanta, Hero MotoCorp, PNB, RBL Bank, and Others","Stocks to watch: Shares of firms like Marico, Bandhan Bank, Vedanta, Hero MotoCorp, PNB, RBL Bank, and others will be in focus on Thursday's trade.",2023-10-05,255.9499969482422,255.9499969482422,248.6499938964844,249.25,249.25,7632130.0,0.5574,0.8074
BANDHAN,"Stocks to Watch: RIL, Airtel, Bajaj Finance, LIC, IDFC First, Maruti Suzuki","Wipro, LTIMindtree, Bajaj Auto, IndusInd Bank, Polycab, ICICI Lombard, Bandhan Bank, UTI AMC, and Titagarh Rail Systems will be among the stocks to watch on Wednesday as they will be declaring their quarterly earnings report",2023-10-17,246.0,246.0,238.8999938964844,239.6999969482422,239.6999969482422,6938782.0,0.0,0.0
BANDHAN,"Stocks to Watch: Bajaj Auto, Wipro, ITC, RIL, Dabur, IndusInd, Bandhan Bank, and Others","Stocks to watch: Shares of firms like Bajaj Auto, Wipro, ITC, RIL, Dabur, IndusInd, Bandhan Bank, and others will be in focus on Thursday's trade.",2023-10-19,233.9499969482422,235.5,227.6999969482422,229.1499938964844,229.1499938964844,17897543.0,0.0,0.5719
BANDHAN,Buy or sell: Vaishali Parekh recommends three stocks to buy today - November 30,"Buy or sell stocks: Vaishali Parekh has recommended three stocks to buy today — Can Fin Homes, Engineers India, Bandhan Bank",2023-11-29,217.8000030517578,223.25,216.75,222.3500061035156,222.3500061035156,17186266.0,0.2263,0.2023
BANDHAN,RBI authorises Bandhan Bank to disburse pensions to railway employees. Details here,The Bank will soon be integrating with the Ministry of Railways to operationalise the pension disbursement process,2023-12-13,237.8000030517578,241.75,235.5,239.9499969482422,239.9499969482422,13736774.0,0.0,0.0
BANDHAN,Bandhan Bank to offload soured home loans worth ₹775.6 cr,"The bank's pool of soured housing finance loans comprised 8,529 accounts that it had acquired from the estwhile Gruh Finance in 2019",2023-12-20,250.0500030517578,250.9499969482422,237.4499969482422,239.3000030517578,239.3000030517578,10860270.0,0.2263,0.0
