Bank,Title,Description,Date,Open,High,Low,Close,Adj Close,Volume,Title_Sentiment,Description_Sentiment
KOTAK,Paytm’s Vijay Shekhar Sharma addresses Uday Kotak as ‘Jamie Dimon’ of Indian banking,"Vijay Shekhar Sharma equated Kotak Mahindra Bank’s former MD and CEO Uday Kotak with JP Morgan Chase CEO Jamie Dimon, and called him a true legend of Indian banking industry",2023-12-23,,,,,,,0.0,0.6523
KOTAK,"FD rate hike news: These four banks increased rates on fixed deposits this month, offering up to 8% interest rate","Several banks, including Bank of India, Kotak Mahindra Bank, DCB Bank, and Federal Bank, have hiked their fixed deposit interest rates in December 2023",2023-12-24,,,,,,,0.6249,0.4588
KOTAK,Day trading guide for today: Six stocks to buy or sell on Wednesday -December 27,"Day trading stocks: Market experts have recommended six stocks to buy today —GMDC, Tata Chemicals, Exide Industries, Kotak Mahindra Bank, Deepak Nitrite, and Laurus Labs",2023-12-26,1867.0,1899.0,1857.150024,1886.849976,1886.849976,4350669.0,0.0,0.2023
KOTAK,RBI approves appointment of C S Rajan as chairman of Kotak Mahindra Bank for two years,RBI approves appointment of C S Rajan as chairman of Kotak Mahindra Bank.,2023-12-26,1867.0,1899.0,1857.150024,1886.849976,1886.849976,4350669.0,0.4019,0.4019
KOTAK,"Best to enter 2024 with low return expectations, says Kotak Institutional Equities; lists 3 sectors to avoid","It would be best to enter 2024 with low return expectations from the market, believes brokerage house Kotak Institutional Equities. There is very little value in the market across the capitalisation spectrum after the recent run-up in the mega-cap names, it said.",2023-12-28,1911.0,1926.5,1903.099976,1921.349976,1921.349976,4950014.0,0.2263,0.6689
KOTAK,"New Year Stock Picks: Religare Broking lists Asian Paints, Eicher Motors among 5 top picks for 2024","New Year Stocks Picks: Religare Broking has listed Asian Paints, Eicher Motors, United Spirits, Mphasis, and Kotak Mahindra Bank as its top picks for this festive season.",2023-12-28,1911.0,1926.5,1903.099976,1921.349976,1921.349976,4950014.0,0.2023,0.7964
KOTAK,"Uday Kotak shares his $30 trillion GDP plan by 2047, FM Sitharaman says ‘Thank you’",Uday Kotak shares seven recommendations for achieving a $30 trillion GDP by 2047.,2023-12-28,1911.0,1926.5,1903.099976,1921.349976,1921.349976,4950014.0,0.296,0.296
KOTAK,Indian market placed well for long term; expect volatility in near term: Nilesh Shah of Kotak Mahindra AMC,"Nilesh Shah, Group President & Managing Director, Kotak Mahindra AMC, shares his outlook for 2024 and what investors should do in the current scenario.",2023-12-30,,,,,,,0.2732,0.296
KOTAK,Day trading guide for stock market today: Six stocks to buy or sell on Friday - December 29,"Day trading stocks: Market experts have recommended six stocks to buy today — Cipla, IGL, Exide Industries, Kotak Mahindra Bank, IEX and BHEL",2023-12-30,,,,,,,0.0,0.2023
KOTAK,"Good news: SBI, Bank of Baroda, Kotak Mahindra among 7 banks that hiked fixed deposit rates in December 2023. Full list",List of Indian banks that hiked interest rates on fixed deposits in December 2023,2023-12-30,,,,,,,0.4404,0.4588
