Date,Arima_Close,Lstm_Close,Sarima_Close,Average_Close,Market_Close
09-04-2024,1566.9942724630855,1610.6268,1576.9659790239418,
10-04-2024,1565.194748352244,1653.9034,1571.258060405549,
12-04-2024,1561.7568213477832,1744.2646,1582.5545152338568,1612.993453406855
15-04-2024,1560.0562376996306,1899.5465,1581.681209981679,1640.8743132872457
16-04-2024,1558.3696826995651,1957.5258,1577.843137126384,1669.2887226765442
18-04-2024,1555.0387226542923,2081.8833,1573.1247130692298,1717.450683889646
19-04-2024,1553.394061391599,2147.4214,1568.9101642885853,1737.0047956512278
22-04-2024,1551.7631256585908,2340.4438,1565.5128673591626,1770.8324616023845
23-04-2024,1550.1458009752323,2402.588,1564.5076927546954,1804.965212491985
24-04-2024,1548.541973740729,2463.3013,1564.8848534367385,1839.0766015472389
25-04-2024,1546.951531312833,2522.294,1573.2866472432256,1859.611311051495
26-04-2024,1545.3743619879122,2579.209,1574.118907166469,1879.7736194319898
29-04-2024,1543.8103549947618,2734.3582,1582.31821349114,1911.302357355149
30-04-2024,1542.2594004865953,2780.0576,1588.5736270984708,1941.1199628028164
02-05-2024,1539.1962141140832,2861.8345,1589.1493656538466,1983.799541156238
03-05-2024,1537.6837671092862,2897.6887,1588.1175566486052,1996.310585175441
06-05-2024,1536.18394229346,2985.4443,1585.9377958390207,2013.4706824064779
07-05-2024,1534.696634327605,3008.67,1580.0243501395937,2028.27189403973
08-05-2024,1533.2217387518322,3029.1882,1577.3314193437836,2041.188708966144
09-05-2024,1531.7591519780278,3047.216,1577.5399260585916,2046.6274911777152
10-05-2024,1530.3087712825763,3062.9888,1580.027626306946,2052.1757370801956
13-05-2024,1528.8704947991464,3099.0476,1588.458451384553,2060.6907579788713
14-05-2024,1527.4442215115364,3108.0054,1588.4043380151052,2068.172855922207
15-05-2024,1526.02985124658,3115.7383,1596.182933927285,2075.353510098245
16-05-2024,1524.6272846671095,3122.401,1602.4310265376685,2079.029372878365
17-05-2024,1523.23642326498,3128.1348,1603.399870651927,2082.464610032839
20-05-2024,1521.8571693541503,3140.9248,1602.2902159995515,2085.4780656083763
21-05-2024,1520.4894260638227,3144.037,1601.4617042903656,2087.314601069422
22-05-2024,1519.1330973316376,3146.7026,1598.874426170261,2088.4189376899762
23-05-2024,1517.7880878969283,3148.985,1593.191227526974,2087.8513965866655
24-05-2024,1516.4543032940303,3150.9385,1590.4028358312612,2086.9411197834547
27-05-2024,1515.1316498456465,3155.2463,1590.4468554911064,2086.509417765106
28-05-2024,1513.8200346562658,3156.2686,1592.648519831903,2086.817510994468
29-05-2024,1512.5193656056424,3157.1294,1601.075410377263,2088.254015089759
30-05-2024,1511.2295513423228,3157.852,1601.14142486197,2089.2982562972634
31-05-2024,1509.950501277231,3158.457,1608.9770385560366,2090.9257435578297
03-06-2024,1508.682125577306,3159.7354,1615.2261233619895,2092.3612405529843
04-06-2024,1507.4243351591922,3160.0276,1616.2341080975957,2093.85713689215
05-06-2024,1506.177041682983,3160.2703,1615.182424848465,2094.328828747504
06-06-2024,1504.9401575460158,3160.4722,1614.3263607884448,2093.894947569189
07-06-2024,1503.71359587672,3160.6392,1611.7943124236217,2093.0572881295834
