Date,Arima_Close,Lstm_Close,Sarima_Close,Average_Close,Market_Close
09-04-2024,184.47979548093068,198.9309,184.4437165252962,182.70
10-04-2024,185.4598361445752,208.80911,183.9428869641024,182.65
12-04-2024,187.4438713664464,222.44826,184.9128531065277,195.5516681037294,182.95
15-04-2024,188.39768865626223,239.42361,184.8848450729287,199.38436928378644,175.95
16-04-2024,189.32631484791085,244.25972,184.53510752606763,202.84803006401594,173.85
18-04-2024,191.1106316315874,253.93442,184.9108302007739,208.037210752565,173.30
19-04-2024,191.96760074751967,258.7266,185.51270656699185,210.04674019040203,173.55
22-04-2024,192.8019346779948,274.19016,186.3370324446288,213.2768795854996,180.80
23-04-2024,193.61423128775328,279.29617,183.4172383875633,216.20707490138352,182.85
24-04-2024,194.4050726500952,284.2345,181.0495191284951,218.81620650850343,183.85
25-04-2024,195.17502546397785,288.7596,181.5788621034312,220.17002433570178,184.60	
26-04-2024,195.9246414600989,292.6871,180.99948286056832,221.6459781851852,184.20
27-04-2024,0.00,0.00,0.00,0.00,0.00
29-04-2024,196.65445779625475,301.77585,181.62170859564364,223.90852536444163,-
30-04-2024,197.3649974422548,304.01764,181.9592044668587,225.88945362463105,-
02-05-2024,198.73026984168447,307.80334,181.6263691369516,228.61428275210775,-
03-05-2024,199.3859809183049,309.43195,181.8064923479664,229.4234584584586,-
06-05-2024,200.0243726521956,313.55823,181.58566263752675,230.43918528162553,-
07-05-2024,200.64590250037264,314.73196,182.29232740150093,231.49587538420747,-
08-05-2024,201.2510158370079,315.82294,182.8998141346312,232.5346916848039,-
09-05-2024,201.8401462725741,316.83905,179.90409959515324,232.91413952680443,-
10-05-2024,202.4137159645598,317.78705,177.86470831001452,232.9580600126601,-
13-05-2024,202.97213591997843,320.3728,178.42794425809018,233.15796114670778,-
14-05-2024,203.5158062898861,321.14743,177.84599431022357,233.59417611697253,-
15-05-2024,204.0451166561212,321.8788,178.46753433800012,234.2970624191444,-
16-05-2024,204.5604463104694,322.5683,178.8053806423315,234.75942317189242,-
17-05-2024,205.0621645264559,323.21756,178.80684446513368,235.2680163265013,-
20-05-2024,205.5506308239584,324.94318,178.47401509566683,235.77650242933507,-
21-05-2024,206.02619522683065,325.4509,178.64618369878562,236.2419637596479,-
22-05-2024,206.4891985137219,325.92816,178.41968006791572,236.65868260298657,-
23-05-2024,206.93997246227104,326.37674,179.12977425455236,237.04520046934192,-
24-05-2024,207.37884008685072,326.7984,179.73016446657718,237.46565887243207,-
27-05-2024,207.8061158700324,327.918,176.73196526821997,237.6455524898337,-
28-05-2024,208.2221059879372,328.2476,174.70331921269283,237.50405676581227,-
29-05-2024,208.62710852963485,328.55762,175.26766438023049,237.3423888054164,-
30-05-2024,209.02141371074765,328.84924,174.685630300588,237.35352245798126,-
31-05-2024,209.4053040814122,329.12363,175.30714788713823,237.64941765441685,-
03-06-2024,209.7790547287485,329.85352,175.6450056601369,237.96332737430794,-
04-06-2024,210.14293347398103,330.06876,175.6465000488637,238.3302062089201,-
05-06-2024,210.4972010643537,330.27145,175.3136882152475,238.5797903545924,-
06-06-2024,210.8421113599749,330.46225,175.48559648694436,238.7478322943739,-
07-06-2024,211.17791151572823,330.64194,175.25890716498913,238.88345064524864,-
