Date,Arima_Close,Lstm_Close,Sarima_Close,Average_Close,Market_Close
09-04-2024,636.6303280795252,657.67523,634.5959526098553,,
10-04-2024,639.3840881673333,679.4867,633.8415549590576,,
12-04-2024,644.9485939089532,714.911,635.4958690952009,657.9327909471373,
15-04-2024,647.7527299618239,758.07086,636.7365688706964,667.9158815811517,
16-04-2024,650.5671093304501,769.9435,637.1095073823545,677.2817487277199,
18-04-2024,656.213805552877,790.04785,635.2474920833179,690.0588308607381,
19-04-2024,659.0398376567463,798.3891,635.6682988453372,694.0007330595469,
22-04-2024,661.8635489488996,817.4682,637.4878907639095,699.0473359834541,
23-04-2024,664.6819204582624,822.1277,642.6420710480089,704.3742853023514,
24-04-2024,667.4919870781985,826.07904,642.6428989412367,709.1650285820573,
25-04-2024,670.2908399175292,829.4042,642.5655176041771,711.9917972274903,
26-04-2024,673.0756285532682,832.18,640.9111657572647,713.8490308724082,
29-04-2024,675.8435631841976,837.90015,639.7035357650877,715.7638445312806,
30-04-2024,678.5919166845351,839.1366,641.4816801081972,717.6471377836168,
02-05-2024,684.0192967851963,840.8977,642.1183554052525,721.1080433042439,
03-05-2024,686.6931995836211,841.5,641.370259519323,722.2584057831564,
06-05-2024,689.337277047184,842.55634,638.7076879397489,723.0222351422585,
07-05-2024,691.9491426979082,842.7339,638.4472444976477,723.6994501428259,
08-05-2024,694.5264829300601,842.8532,639.591475319606,724.5225278257949,
09-05-2024,697.0670583533357,842.9274,644.2494383222141,726.0383713467523,
10-05-2024,699.5687050343341,842.96735,644.0407181116997,727.53242534125,
13-05-2024,702.029335636594,842.9592,643.7341764987747,728.8381535507724,
14-05-2024,704.4469404595762,842.9328,641.8692810660908,729.3942785341187,
15-05-2024,706.8195883770755,842.9008,640.4787868030279,729.7967676490154,
16-05-2024,709.1454276756514,842.86615,642.0953393985266,730.3950126422166,
17-05-2024,711.4226867937582,842.83044,642.755782147472,731.2572223550569,
20-05-2024,713.6496749623611,842.7298,642.4537361303975,732.2165596786853,
21-05-2024,715.82478274791,842.7005,641.5704644379467,732.8819852466495,
22-05-2024,717.9464824986414,842.67413,638.7997488661875,733.1499244048273,
23-05-2024,720.0133286952635,842.6504,638.4358831215893,733.4017467075042
24-05-2024,722.0239582071681,842.62933,639.4858518875084,733.8510125862618
27-05-2024,723.9770904553991,842.5809,644.062484463559,735.0954696478319
28-05-2024,725.8715274836819,842.569,643.7874451412922,736.3319541820678
29-05-2024,727.7061539389061,842.5589,643.4204781122132,737.3926643994502
30-05-2024,729.4799369625206,842.5505,641.5014118229707,737.7161503846205
31-05-2024,731.191925994381,842.54346,640.0626388690388,737.8906006333367
03-06-2024,732.8412524906537,842.5291,641.6360852361557,738.2595901528579
04-06-2024,734.4271295574524,842.52606,642.2579864602598,738.8906265119934
05-06-2024,735.948851501944,842.52356,641.9213741441209,739.6234888211762
06-06-2024,737.4057933027266,842.5216,641.0067717895056,740.05990297289
07-06-2024,738.7974100013362,842.52014,638.2083952916554,740.09487733681
