Date,Arima_Close,Lstm_Close,Sarima_Close,Average_Close
09-04-2024,82.43571400822401,82.20327,82.88628596826474,
10-04-2024,82.37767198301478,82.125916,82.82135080707614,
11-04-2024,82.32424037306113,82.23647,83.04433286317317,82.49502800031267
12-04-2024,82.27422715705191,82.37656,83.52935006672979,82.56779102778965
15-04-2024,82.22676243076484,82.80843,83.30086449528218,82.68013748734033
16-04-2024,82.18121129003981,82.96256,83.52148607519239,82.79793905722899
17-04-2024,82.13711027503373,83.12156,83.23696858315662,82.8329947943855
18-04-2024,82.09412100347613,83.28483,83.06836887388498,82.84535734453152
19-04-2024,82.0519963440642,83.45308,83.48841172310034,82.88182742252401
22-04-2024,82.010555738446,83.991005,83.30283088389861,82.97168884076336
23-04-2024,81.96966719750533,84.1822,82.90252909440281,83.03914177571305
24-04-2024,81.9292341668455,84.379745,83.12455650412083,83.08803595391323
25-04-2024,81.88918594457043,84.58398,83.421838374742,83.15365958690965
26-04-2024,81.84947069062387,84.79523,83.43008202016253,83.26703585567391
29-04-2024,81.81005032678586,85.475296,83.6446743278056,83.4333119649656
30-04-2024,81.7708968159871,85.71905,84.08278059358432,83.61972564166103
01-05-2024,81.73198944789755,85.97224,83.87186686649994,83.78653826428449
02-05-2024,81.69331285863622,86.23575,83.94919305551774,83.8918977375692
03-05-2024,81.65485558605546,86.51072,83.79492839401047,83.93498402317971
06-05-2024,81.61660901575044,87.41509,83.72568386920524,84.06623808657507
07-05-2024,81.57856661211996,87.74685,84.08179526404537,84.2361220823541
08-05-2024,81.54072335738508,88.0959,83.96372293635294,84.41832678387323
09-05-2024,81.50307534232215,88.46366,83.65085832076971,84.5139057592217
10-05-2024,81.46561946767824,88.8517,83.96183461211383,84.61078822629133
13-05-2024,81.42835322633435,90.15613,84.26397946128814,84.86057893672294
14-05-2024,81.39127454437775,90.64494,84.2682247631688,85.15911734166234
15-05-2024,81.35438166515114,91.165016,84.48327546748791,85.46173056975647
16-05-2024,81.31767306465538,91.719406,84.92394484875904,85.69645959484444
17-05-2024,81.28114738982612,92.3131,84.71207103252814,85.91889060760086
20-05-2024,81.24480341349773,94.366356,84.79722658338919,86.29730314807284
21-05-2024,81.20864000154187,95.15812,84.6358451783332,86.63525662212403
22-05-2024,81.17265608888738,96.01402,84.56117209305486,87.01764881763381
23-05-2024,81.13685066202018,96.94172,84.92077656948639,87.30553339925821
24-05-2024,81.1012227462102,97.950096,84.79901571724508,87.62194776410047
27-05-2024,81.06577139618703,101.57114,84.48137371648141,88.21866297862557
28-05-2024,81.03049568933173,103.02395,84.78749002608234,88.86783947683752
29-05-2024,80.99539472070413,104.62965,85.08936917223087,89.63051496900194
30-05-2024,80.96046759940936,106.411125,85.09383293527993,90.22464168255982
31-05-2024,80.92571344594135,108.398476,85.3088585937588,90.86809860748049
03-06-2024,80.8911313902392,116.00926,85.7493879317346,92.19425032181813
04-06-2024,80.85672057026349,119.26213,85.53756657277623,93.65991605607928
05-06-2024,80.8224801309522,122.97993,85.62229434360313,95.30343343772985
06-06-2024,80.78840922345321,127.24461,85.461301782601,96.5083825137388
07-06-2024,80.75450700455907,132.15108,85.38692530256726,97.9123930875262
